date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:52	148/148	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Jun%202020%2016:18:53%20GMT	https://tradermilionario.com.br/robots.txt		(from )
13:18:53	50850/50850	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jun%202020%2016:18:53%20GMT	https://tradermilionario.com.br/	D:/sites/Shark/tradermilionario.com.br/index.html	(from )
13:18:54	168316/168316	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Jan%202020%2020:08:38%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1590680470	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/publishfbd2.css	(from https://tradermilionario.com.br/)
13:18:55	15639/15639	---M--	200	added ('OK')	image/jpeg	etag:%227b09008669d0239e73d1b966fea9635b%22	http://static-public.klickpages.com.br/uploads/media/file/1322062/touro_verde.jpg	D:/sites/Shark/static-public.klickpages.com.br/uploads/media/file/1322062/touro_verde.jpg	(from https://tradermilionario.com.br/)
13:18:57	136405/136405	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2028%20Jun%202020%2016:18:57%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/sites/Shark/connect.facebook.net/en_US/fbevents.js	(from https://tradermilionario.com.br/)
13:18:58	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%22359d233b64141d6325565d679da61650%22	http://connect.facebook.net/pt_BR/sdk.js	D:/sites/Shark/connect.facebook.net/pt_BR/sdk.js	(from https://tradermilionario.com.br/)
13:18:58	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/body/begin.js?v=1590680470	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/public/js/body/begin.7fbd2.delayed	(from https://tradermilionario.com.br/)
13:18:59	3710/3710	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Nov%202016%2017:02:27%20GMT	http://static-public.klickpages.com.br/tmp/zip/188/styles/main.css	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/188/styles/main.css	(from https://tradermilionario.com.br/)
13:18:59	3136/3136	---MCZ	200	added ('OK')	text/css	date:Wed,%2011%20May%202016%2018:34:41%20GMT	http://static-public.klickpages.com.br/tmp/zip/189/styles/main.css	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/189/styles/main.css	(from https://tradermilionario.com.br/)
13:19:03	235393/235393	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2026%20Feb%202020%2019:25:15%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/include.js?v=1590680470	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/public/js/includefbd2.js	(from https://tradermilionario.com.br/)
13:19:04	874/874	---MCZ	200	added ('OK')	text/css	etag:W/%22af8dc9fc37f669770a6468e2c29f4797%22	http://static-public.klickpages.com.br/tmp/zip/865/styles/main.css?v=1528118659	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/865/styles/maine911.css	(from https://tradermilionario.com.br/)
13:19:04	48531/48531	---MC-	200	added ('OK')	application/javascript	date:Sun,%2028%20Jun%202020%2016:18:56%20GMT	https://apis.google.com/js/plus.js	D:/sites/Shark/apis.google.com/js/plus.js	(from https://tradermilionario.com.br/)
13:19:05	2799/2799	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Apr%202019%2019:47:09%20GMT	http://static-public.klickpages.com.br/tmp/zip/1179/styles/main.css?v=1554320828	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/1179/styles/maincd74.css	(from https://tradermilionario.com.br/)
13:19:05	48537/48537	---MC-	200	added ('OK')	application/javascript	date:Sun,%2028%20Jun%202020%2016:18:56%20GMT	https://apis.google.com/js/plusone.js	D:/sites/Shark/apis.google.com/js/plusone.js	(from https://tradermilionario.com.br/)
13:19:05	2263/2263	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Mar%202018%2020:53:37%20GMT	http://static-public.klickpages.com.br/tmp/zip/797/styles/main.css?v=1521752016	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/797/styles/mainb544.css	(from https://tradermilionario.com.br/)
13:20:54	733024/733024	---M--	200	added ('OK')	image/jpeg	etag:%22b33b26542dc58f408fd175c750bdbf9b%22	http://static-public.klickpages.com.br/uploads/media/file/1324660/img_4293.jpg	D:/sites/Shark/static-public.klickpages.com.br/uploads/media/file/1324660/img_4293.jpg	(from https://tradermilionario.com.br/)
13:21:10	772437/772437	---M--	200	added ('OK')	image/png	etag:%22b51fcc6d7ed6e0c5ee4d112062825804%22	http://static-public.klickpages.com.br/uploads/media/file/1327284/captura_de_tela_2019-11-27_as_09.46.39.png	D:/sites/Shark/static-public.klickpages.com.br/uploads/media/file/1327284/captura_de_tela_2019-11-27_as_09.46.39.png	(from https://tradermilionario.com.br/)
13:21:10	769795/769795	---M--	200	added ('OK')	image/png	etag:%22b5c894588ef7c25219e0e4f18c7dcabf%22	http://static-public.klickpages.com.br/uploads/media/file/1326188/captura_de_tela_2019-11-26_as_21.07.15.png	D:/sites/Shark/static-public.klickpages.com.br/uploads/media/file/1326188/captura_de_tela_2019-11-26_as_21.07.15.png	(from https://tradermilionario.com.br/)
13:21:10	3255/3255	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20Mar%202018%2020:54:39%20GMT	http://static-public.klickpages.com.br/tmp/zip/790/styles/main.css?v=1521060866	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/790/styles/main8943.css	(from https://tradermilionario.com.br/)
13:21:11	1742/1742	---MCZ	200	added ('OK')	text/css	date:Wed,%2011%20May%202016%2018:37:11%20GMT	http://static-public.klickpages.com.br/tmp/zip/197/styles/main.css	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/197/styles/main.css	(from https://tradermilionario.com.br/)
13:21:27	18336/18336	---M--	200	added ('OK')	image/png	etag:%22129d3c2dd1685d012de019fe4ff1aa3b%22	http://static-public.klickpages.com.br/uploads/media/file/1322915/garantia.png	D:/sites/Shark/static-public.klickpages.com.br/uploads/media/file/1322915/garantia.png	(from https://tradermilionario.com.br/)
13:21:30	466847/466847	---M--	200	added ('OK')	text/html	etag:%22b0663996f9dc7060fc1f6fa731eb57ac%22	https://static-public.klickpages.com.br/tmp/zip/197/images/bg.jpg	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/197/images/bg.html	(from https://tradermilionario.com.br/)
13:21:31	2292/2292	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Aug%202018%2012:59:21%20GMT	http://static-public.klickpages.com.br/tmp/zip/1023/styles/main.css?v=1535461160	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/1023/styles/main15f2.css	(from https://tradermilionario.com.br/)
13:21:31	2949/2949	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Nov%202016%2017:01:42%20GMT	http://static-public.klickpages.com.br/tmp/zip/194/styles/main.css	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/styles/main.css	(from https://tradermilionario.com.br/)
13:21:31	1760/1760	---M--	200	added ('OK')	image/png	etag:%22f21cde937fe84b5e2f6f2946d1f05f20%22	http://static-public.klickpages.com.br/tmp/zip/194/images/01.png	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/images/01.png	(from https://tradermilionario.com.br/)
13:21:32	1846/1846	---M--	200	added ('OK')	image/png	etag:%222c8b5fdcbf3d2242b2bf35de2a03a98a%22	http://static-public.klickpages.com.br/tmp/zip/194/images/04.png	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/images/04.png	(from https://tradermilionario.com.br/)
13:21:32	1855/1855	---M--	200	added ('OK')	image/png	etag:%228c2ba4ced8da45e7ae9c180eea7d33db%22	http://static-public.klickpages.com.br/tmp/zip/194/images/05.png	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/images/05.png	(from https://tradermilionario.com.br/)
13:21:32	2597/2597	---M--	200	added ('OK')	image/png	etag:%229455836f08b750b6f909f394001b3ee4%22	http://static-public.klickpages.com.br/tmp/zip/194/images/06.png	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/images/06.png	(from https://tradermilionario.com.br/)
13:21:32	1265/1265	---M--	200	added ('OK')	image/png	etag:%2280e3b2298a588a4fb6c7b1e7aa4c801d%22	http://static-public.klickpages.com.br/tmp/zip/194/images/08.png	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/194/images/08.png	(from https://tradermilionario.com.br/)
